name,sourcefile,cloneof,year,manufacturer,description,status
m4toot__f,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 7),preliminary
m4toot__g,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 8),preliminary
m4toot__h,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 9),preliminary
m4toot__i,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 10),preliminary
m4toot__j,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 11),preliminary
m4toot__k,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 12),preliminary
m4toot__l,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 13),preliminary
m4toot__m,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 14),preliminary
m4toot__n,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 15),preliminary
m4toot__o,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 16),preliminary
m4toot__p,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 17),preliminary
m4toot__q,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 18),preliminary
m4toot__r,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 19),preliminary
m4toot__s,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 20),preliminary
m4toot__t,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 21),preliminary
m4toot__u,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 22),preliminary
m4toot__v,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 23),preliminary
m4toot__w,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 24),preliminary
m4toot__x,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 25),preliminary
m4toot__y,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 26),preliminary
m4toot__z,mpu4sw.cpp,m4toot,199?,Barcrest,Ten Out Of Ten (Barcrest) (MPU4) (set 27),preliminary
m4toot__za,mpu4sw.cpp,m4toot,199?,hack?,"Ten Out Of Ten (Barcrest) (MPU4) (TOC 0.3, hack?)",preliminary
m4toot__zb,mpu4sw.cpp,m4toot,199?,hack?,"Ten Out Of Ten (Barcrest) (MPU4) (TOT 0.4, hack?)",preliminary
m4topact,mpu4mod2sw.cpp,,199?,Barcrest,Top Action (Barcrest) (Dutch) (MPU4) (set 1),preliminary
m4topacta,mpu4mod2sw.cpp,m4topact,199?,Barcrest,Top Action (Barcrest) (Dutch) (MPU4) (set 2),preliminary
m4topdk,mpu4.cpp,,199?,Barcrest,Top Deck (Barcrest) (Dutch) (MPU4),preliminary
m4topdog,mpu4sw.cpp,,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 1),preliminary
m4topdog__a,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 2),preliminary
m4topdog__b,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 3),preliminary
m4topdog__c,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 4),preliminary
m4topdog__d,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 5),preliminary
m4topdog__e,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 6),preliminary
m4topdog__f,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 7),preliminary
m4topdog__g,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 8),preliminary
m4topdog__h,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 9),preliminary
m4topdog__i,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 10),preliminary
m4topdog__j,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 11),preliminary
m4topdog__k,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 12),preliminary
m4topdog__l,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 13),preliminary
m4topdog__m,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 14),preliminary
m4topdog__n,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 15),preliminary
m4topdog__o,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 16),preliminary
m4topdog__p,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 17),preliminary
m4topdog__q,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 18),preliminary
m4topdog__r,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 19),preliminary
m4topdog__s,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 20),preliminary
m4topdog__t,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 21),preliminary
m4topdog__u,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 22),preliminary
m4topdog__v,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 23),preliminary
m4topdog__w,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 24),preliminary
m4topdog__x,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 25),preliminary
m4topdog__y,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 26),preliminary
m4topdog__z,mpu4sw.cpp,m4topdog,199?,Barcrest / Bwb,Top Dog (Barcrest) (MPU4) (set 27),preliminary
m4topgr,mpu4mod2sw.cpp,,199?,Barcrest,Top Gear (Barcrest) (MPU4),preliminary
m4toplot,mpu4mod2sw.cpp,,199?,Barcrest,"Top The Lot (Barcrest) (MPU4, T4L 1.0)",preliminary
m4toprn,mpu4.cpp,,199?,Barcrest,Top Run (Barcrest) (Dutch) (MPU4),preliminary
m4topst,mpu4mod2sw.cpp,,199?,Barcrest,Top Stop (Barcrest) (MPU4),preliminary
m4toptak,mpu4mod2sw.cpp,,199?,Barcrest,Top Take (Barcrest) (MPU4),preliminary
m4topten,mpu4sw.cpp,,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4),preliminary
m4topten__0,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2YD),preliminary
m4topten__1,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2H),preliminary
m4topten__2,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2K),preliminary
m4topten__3,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2R),preliminary
m4topten__4,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2),preliminary
m4topten__5,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2Y),preliminary
m4topten__6,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2AD),preliminary
m4topten__7,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2B),preliminary
m4topten__8,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2BD),preliminary
m4topten__9,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2C),preliminary
m4topten__a,mpu4sw.cpp,m4topten,199?,hack?,"Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0, hack?)",preliminary
m4topten__aa,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2D),preliminary
m4topten__ab,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2DH),preliminary
m4topten__ac,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2KD),preliminary
m4topten__ad,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2RD),preliminary
m4topten__ae,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2YD),preliminary
m4topten__af,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2H),preliminary
m4topten__ag,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2K),preliminary
m4topten__ah,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2R),preliminary
m4topten__ai,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2),preliminary
m4topten__aj,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2Y),preliminary
m4topten__ak,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4AD),preliminary
m4topten__al,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4B),preliminary
m4topten__am,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4BD),preliminary
m4topten__an,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4C),preliminary
m4topten__ao,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4D),preliminary
m4topten__ap,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4DH),preliminary
m4topten__aq,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4KD),preliminary
m4topten__ar,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4RD),preliminary
m4topten__as,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4YD),preliminary
m4topten__at,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4H),preliminary
m4topten__au,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4K),preliminary
m4topten__av,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4R),preliminary
m4topten__aw,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.4Y),preliminary
m4topten__ax,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.1),preliminary
m4topten__b,mpu4sw.cpp,m4topten,199?,hack?,"Top Tenner (Barcrest) (type 1) (MPU4) (TTS 0.2, hack?)",preliminary
m4topten__e,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0AD),preliminary
m4topten__f,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0B),preliminary
m4topten__g,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0BD),preliminary
m4topten__h,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0C),preliminary
m4topten__i,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0D),preliminary
m4topten__j,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0DH),preliminary
m4topten__k,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0KD),preliminary
m4topten__l,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0RD),preliminary
m4topten__m,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0YD),preliminary
m4topten__n,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0H),preliminary
m4topten__o,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0K),preliminary
m4topten__p,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0R),preliminary
m4topten__q,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0),preliminary
m4topten__r,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.0Y),preliminary
m4topten__s,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2AD),preliminary
m4topten__t,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2B),preliminary
m4topten__u,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2BD),preliminary
m4topten__v,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2C),preliminary
m4topten__w,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2D),preliminary
m4topten__x,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2DH),preliminary
m4topten__y,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2KD),preliminary
m4topten__z,mpu4sw.cpp,m4topten,199?,Barcrest,Top Tenner (Barcrest) (type 1) (MPU4) (TTH 1.2RD),preliminary
m4toptena,mpu4mod2sw.cpp,m4topten,199?,Barcrest,"Top Tenner (Barcrest) (MPU4, Mod 2 type, TP 2.7)",preliminary
m4toptim,mpu4.cpp,,199?,Barcrest,Top Timer (Barcrest) (Dutch) (MPU4) (DTT) (set 1),preliminary
m4toptima,mpu4.cpp,m4toptim,199?,Barcrest,Top Timer (Barcrest) (Dutch) (MPU4) (DTT) (set 2),preliminary
m4tornad,mpu4misc.cpp,,199?,Qps,Tornado (Qps) (MPU4) (set 1),preliminary
m4tornad__a,mpu4misc.cpp,m4tornad,199?,Qps,Tornado (Qps) (MPU4) (set 2),preliminary
m4tornad__b,mpu4misc.cpp,m4tornad,199?,Qps,Tornado (Qps) (MPU4) (set 3),preliminary
m4tornad__c,mpu4misc.cpp,m4tornad,199?,Qps,Tornado (Qps) (MPU4) (set 4),preliminary
m4tornad__d,mpu4misc.cpp,m4tornad,199?,Qps,Tornado (Qps) (MPU4) (set 5),preliminary
m4tornad__e,mpu4misc.cpp,m4tornad,199?,Qps,Tornado (Qps) (MPU4) (set 6),preliminary
m4tornad__f,mpu4misc.cpp,m4tornad,199?,Qps,Tornado (Qps) (MPU4) (set 7),preliminary
m4tornad__g,mpu4misc.cpp,m4tornad,199?,Qps,Tornado (Qps) (MPU4) (set 8),preliminary
m4treel,mpu4.cpp,,199?,<unknown>,Turbo Reels (unknown) (MPU4?) (set 1),preliminary
m4treela,mpu4.cpp,m4treel,199?,<unknown>,Turbo Reels (unknown) (MPU4?) (set 2),preliminary
m4trex,mpu4bwb.cpp,,199?,Bwb,Trex (Bwb) (MPU4) (set 1),preliminary
m4trex__a,mpu4bwb.cpp,m4trex,199?,Bwb,Trex (Bwb) (MPU4) (set 2),preliminary
m4trex__b,mpu4bwb.cpp,m4trex,199?,Bwb,Trex (Bwb) (MPU4) (set 3),preliminary
m4trex__c,mpu4bwb.cpp,m4trex,199?,Bwb,Trex (Bwb) (MPU4) (set 4),preliminary
m4trex__d,mpu4bwb.cpp,m4trex,199?,Bwb,Trex (Bwb) (MPU4) (set 5),preliminary
m4trex__e,mpu4bwb.cpp,m4trex,199?,Bwb,Trex (Bwb) (MPU4) (set 6),preliminary
m4trex__f,mpu4bwb.cpp,m4trex,199?,Bwb,Trex (Bwb) (MPU4) (set 7),preliminary
m4trex__g,mpu4bwb.cpp,m4trex,199?,Bwb,Trex (Bwb) (MPU4) (set 8),preliminary
m4trex__h,mpu4bwb.cpp,m4trex,199?,Bwb,Trex (Bwb) (MPU4) (set 9),preliminary
m4trex__i,mpu4bwb.cpp,m4trex,199?,Bwb,Trex (Bwb) (MPU4) (set 10),preliminary
m4trex__j,mpu4bwb.cpp,m4trex,199?,Bwb,Trex (Bwb) (MPU4) (set 11),preliminary
m4trex__k,mpu4bwb.cpp,m4trex,199?,Bwb,Trex (Bwb) (MPU4) (set 12),preliminary
m4trex__l,mpu4bwb.cpp,m4trex,199?,Bwb,Trex (Bwb) (MPU4) (set 13),preliminary
m4trg,mpu4avan.cpp,,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 1),preliminary
m4trg__0,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 28),preliminary
m4trg__1,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 29),preliminary
m4trg__2,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 30),preliminary
m4trg__3,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 31),preliminary
m4trg__4,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 32),preliminary
m4trg__a,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 2),preliminary
m4trg__b,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 3),preliminary
m4trg__c,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 4),preliminary
m4trg__d,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 5),preliminary
m4trg__e,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 6),preliminary
m4trg__f,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 7),preliminary
m4trg__g,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 8),preliminary
m4trg__h,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 9),preliminary
m4trg__i,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 10),preliminary
m4trg__j,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 11),preliminary
m4trg__k,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 12),preliminary
m4trg__l,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 13),preliminary
m4trg__m,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 14),preliminary
m4trg__n,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 15),preliminary
m4trg__o,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 16),preliminary
m4trg__p,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 17),preliminary
m4trg__q,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 18),preliminary
m4trg__r,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 19),preliminary
m4trg__s,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 20),preliminary
m4trg__t,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 21),preliminary
m4trg__u,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 22),preliminary
m4trg__v,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 23),preliminary
m4trg__w,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 24),preliminary
m4trg__x,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 25),preliminary
m4trg__y,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 26),preliminary
m4trg__z,mpu4avan.cpp,m4trg,199?,Avantime?,Turbo Reel Gambler (Avantime?) (MPU4) (set 27),preliminary
m4tribnk,mpu4mod2sw.cpp,,199?,Barcrest,Triple Bank (Barcrest) (Dutch) (MPU4),preliminary
m4tricol,mpu4mod2sw.cpp,,199?,Barcrest,Tricolor (Barcrest) (Dutch) (MPU4),preliminary
m4tridic,mpu4mod2sw.cpp,,199?,Barcrest,Triple Dice (Barcrest) (Dutch) (MPU4),preliminary
m4trimad,mpu4union.cpp,,199?,Union,Triple Madness (Union) (MPU4),preliminary
m4tropcl,mpu4.cpp,,199?,Barcrest,Tropicana Club (Barcrest) (MPU4) (set 1),preliminary
m4tropcla,mpu4.cpp,m4tropcl,199?,Barcrest,Tropicana Club (Barcrest) (MPU4) (set 2),preliminary
m4tropclb,mpu4.cpp,m4tropcl,199?,Barcrest,Tropicana Club (Barcrest) (MPU4) (set 3),preliminary
m4tropclc,mpu4.cpp,m4tropcl,199?,Barcrest,Tropicana Club (Barcrest) (MPU4) (set 4),preliminary
m4tropcld,mpu4.cpp,m4tropcl,199?,Barcrest,Tropicana Club (Barcrest) (MPU4) (set 5),preliminary
m4tst,mpu4mod4yam.cpp,,198?,Barcrest,MPU4 Unit Test (Program 4),preliminary
m4tst2,mpu4.cpp,,198?,Barcrest,MPU4 Unit Test (Program 2),preliminary
m4ttak,mpu4mod2sw.cpp,,199?,<unknown>,Tic Tac Take (unknown) (MPU4),preliminary
m4ttdia,mpu4sw.cpp,,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 1),preliminary
m4ttdia__a,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 2),preliminary
m4ttdia__b,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 3),preliminary
m4ttdia__c,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 4),preliminary
m4ttdia__d,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 5),preliminary
m4ttdia__e,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 6),preliminary
m4ttdia__f,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 7),preliminary
m4ttdia__g,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 8),preliminary
m4ttdia__h,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 9),preliminary
m4ttdia__i,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 10),preliminary
m4ttdia__j,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 11),preliminary
m4ttdia__k,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 12),preliminary
m4ttdia__l,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 13),preliminary
m4ttdia__m,mpu4sw.cpp,m4ttdia,199?,Barcrest,Ten Ten Do It Again (Barcrest) (MPU4) (set 14),preliminary
m4ttrail,mpu4empire.cpp,,199?,Empire,"Treasure Trail (Empire) (MPU4, set 1)",preliminary
m4ttraila,mpu4empire.cpp,m4ttrail,199?,Empire,"Treasure Trail (Empire) (MPU4, set 2)",preliminary
m4ttrailb,mpu4empire.cpp,m4ttrail,199?,Empire,"Treasure Trail (Empire) (MPU4, set 3)",preliminary
m4tupen,mpu4mod2sw.cpp,,199?,Barcrest,Tuppenny Cracker (Barcrest - Bootleg) (MPU4),preliminary
m4tutcl,mpu4sw.cpp,,199?,Barcrest,Tutti Fruity Classic (Barcrest) (MPU4) (set 1),preliminary
m4tutcl__a,mpu4sw.cpp,m4tutcl,199?,Barcrest,Tutti Fruity Classic (Barcrest) (MPU4) (set 2),preliminary
m4tutcl__b,mpu4sw.cpp,m4tutcl,199?,Barcrest,Tutti Fruity Classic (Barcrest) (MPU4) (set 3),preliminary
m4tutcl__c,mpu4sw.cpp,m4tutcl,199?,Barcrest,Tutti Fruity Classic (Barcrest) (MPU4) (set 4),preliminary
m4tutcl__d,mpu4sw.cpp,m4tutcl,199?,Barcrest,Tutti Fruity Classic (Barcrest) (MPU4) (set 5),preliminary
m4tutcl__e,mpu4sw.cpp,m4tutcl,199?,Barcrest,Tutti Fruity Classic (Barcrest) (MPU4) (set 6),preliminary
